age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,coded-income,tax-bracket,income-90k-threshold
45,Private,158964,11th,7,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,11,2,<=90k
25,Private,259925,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,21,3,<=90k
85,Private,133948,HS-grad,9,Widowed,Production,Not-in-family,White,Male,16,United-States,14,2,<=90k
58,Private,201814,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,60,United-States,41,4,>90k
51,Private,166376,9th,5,Divorced,Transport-moving,Not-in-family,White,Male,30,United-States,6,2,<=90k
59,Private,164687,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,31,3,<=90k
64,Local-gov,140937,HS-grad,9,Divorced,Prof-specialty,Unmarried,Black,Female,43,United-States,16,2,<=90k
58,Self-emp-inc,144194,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,41,4,>90k
19,Private,154179,HS-grad,9,Never-married,Other-service,Own-child,White,Male,20,United-States,14,2,<=90k
36,Self-emp-inc,127983,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,25,3,<=90k
75,Self-emp-not-inc,133948,Masters,14,Divorced,Construction,Not-in-family,White,Male,40,United-States,11,2,<=90k
68,Private,131238,Bachelors,13,Divorced,Construction,Not-in-family,White,Male,84,United-States,41,4,>90k
22,Private,265609,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Male,40,United-States,13,2,<=90k
21,Private,313791,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,11,2,<=90k
58,Self-emp-not-inc,144194,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,41,4,>90k
34,Private,213733,10th,6,Never-married,Construction,Not-in-family,White,Male,40,United-States,5,2,<=90k
38,Private,180699,Assoc-acdm,12,Married-spouse-absent,Sales,Own-child,Black,Female,40,United-States,13,2,<=90k
74,Self-emp-inc,142218,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,41,4,>90k
50,Private,196642,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,45,United-States,22,3,<=90k
35,State-gov,316486,Some-college,10,Never-married,Exec-managerial,Unmarried,Black,Female,40,United-States,23,3,<=90k
49,Self-emp-not-inc,158201,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,7,2,<=90k
56,Federal-gov,233794,HS-grad,9,Divorced,Production,Unmarried,Black,Male,40,United-States,27,3,<=90k
34,Private,281504,Preschool,1,Never-married,Other-service,Own-child,Black,Female,40,United-States,12,2,<=90k
56,Local-gov,252088,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,11,2,<=90k
61,Private,169396,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,35,United-States,13,2,<=90k
29,State-gov,348264,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Black,Male,40,United-States,31,3,<=90k
47,Private,223221,11th,7,Married-civ-spouse,Exec-managerial,Wife,Black,Female,50,United-States,41,4,>90k
57,Private,141974,HS-grad,9,Widowed,Sales,Unmarried,Black,Female,35,United-States,10,2,<=90k
53,Self-emp-inc,196642,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,41,4,>90k
47,Private,210544,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,41,4,>90k
60,Private,169396,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,24,United-States,10,2,<=90k
58,Private,137327,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,18,3,<=90k
59,Private,156236,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,17,2,<=90k
58,Private,151077,HS-grad,9,Married-civ-spouse,Production,Husband,Black,Male,40,United-States,41,4,>90k
41,Private,315858,Bachelors,13,Married-civ-spouse,Production,Husband,Black,Male,40,United-States,21,3,<=90k
49,Local-gov,143804,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,24,3,<=90k
60,Private,123489,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,25,United-States,28,3,<=90k
57,Private,139818,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,8,2,<=90k
42,Private,115987,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,41,4,>90k
21,Private,159965,HS-grad,9,Never-married,Sales,Own-child,White,Female,20,United-States,7,2,<=90k
35,Private,157038,Bachelors,13,Divorced,Construction,Not-in-family,White,Male,40,United-States,17,2,<=90k
44,Private,320093,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,3,1,<=90k
22,Private,379738,Some-college,10,Never-married,Other-service,Own-child,Black,Female,30,United-States,10,2,<=90k
46,Private,235704,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,4,1,<=90k
62,Self-emp-not-inc,183579,11th,7,Married-civ-spouse,Construction,Husband,White,Male,40,United-States,25,3,<=90k
60,Federal-gov,157491,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,36,United-States,18,3,<=90k
30,Private,161445,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Female,48,United-States,9,2,<=90k
72,State-gov,128536,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,11,2,<=90k
61,State-gov,212288,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,36,United-States,12,2,<=90k
51,Federal-gov,224980,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,31,3,<=90k
51,Private,145308,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Female,10,United-States,3,1,<=90k
26,Private,188163,Assoc-acdm,12,Never-married,Production,Own-child,White,Male,84,United-States,11,2,<=90k
55,Private,139818,9th,5,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,8,2,<=90k
36,Private,205375,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,38,United-States,11,2,<=90k
59,Private,145007,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,11,2,<=90k
54,Private,157963,7th-8th,4,Never-married,Construction,Not-in-family,White,Male,84,United-States,19,3,<=90k
47,Private,151846,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,40,Ecuador,25,3,<=90k
49,Self-emp-inc,240885,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,9,2,<=90k
19,Private,331339,HS-grad,9,Never-married,Other-service,Own-child,White,Female,40,United-States,13,2,<=90k
54,Private,157963,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,41,4,>90k
38,Private,135140,Masters,14,Divorced,Sales,Unmarried,White,Female,40,United-States,24,3,<=90k
32,Private,176744,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,11,2,<=90k
45,Federal-gov,205703,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,United-States,27,3,<=90k
36,Private,149614,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,36,United-States,27,3,<=90k
18,Private,157022,Some-college,10,Never-married,Other-service,Own-child,White,Female,20,United-States,5,2,<=90k
44,Private,168787,HS-grad,9,Divorced,Other-service,Own-child,White,Male,6,United-States,1,1,<=90k
54,Private,167901,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,25,United-States,4,1,<=90k
31,Private,176744,HS-grad,9,Never-married,Other-service,Own-child,White,Male,40,United-States,11,2,<=90k
33,Federal-gov,176744,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,41,4,>90k
36,Private,155506,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,40,Puerto-Rico,25,3,<=90k
29,Private,262055,Some-college,10,Separated,Sales,Unmarried,Black,Female,40,United-States,8,2,<=90k
24,Local-gov,227611,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,21,3,<=90k
35,Private,155166,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,41,4,>90k
38,Private,189152,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40,Vietnam,21,3,<=90k
46,Private,240885,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,13,2,<=90k
39,Private,142748,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,40,United-States,7,2,<=90k
37,Private,142748,HS-grad,9,Divorced,Sales,Other-relative,White,Female,40,United-States,5,2,<=90k
60,Private,161055,Masters,14,Separated,Adm-clerical,Not-in-family,White,Female,25,United-States,4,1,<=90k
25,Private,197521,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,22,3,<=90k
61,Private,163335,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,26,3,<=90k
68,Self-emp-not-inc,140702,Bachelors,13,Married-civ-spouse,Production,Wife,White,Female,10,United-States,5,2,<=90k
50,Private,152310,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,35,United-States,18,3,<=90k
42,Private,200227,7th-8th,4,Married-civ-spouse,Sales,Other-relative,White,Male,40,Germany,19,3,<=90k
25,Private,172196,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,22,3,<=90k
50,Private,145308,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,41,4,>90k
48,Self-emp-not-inc,173134,Some-college,10,Never-married,Construction,Not-in-family,White,Male,40,United-States,21,3,<=90k
61,Private,201045,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,50,United-States,10,2,<=90k
37,Private,199202,12th,8,Never-married,Prof-specialty,Unmarried,Black,Female,40,United-States,11,2,<=90k
53,Local-gov,237898,Masters,14,Married-civ-spouse,Prof-specialty,Own-child,White,Female,50,United-States,23,3,<=90k
31,Private,221665,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Male,50,United-States,12,2,<=90k
20,Private,207843,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,50,United-States,10,2,<=90k
21,Private,212793,HS-grad,9,Never-married,Sales,Not-in-family,Black,Female,50,United-States,6,2,<=90k
33,State-gov,249739,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,20,United-States,7,2,<=90k
20,Private,245136,Some-college,10,Never-married,Production,Own-child,White,Male,15,United-States,8,2,<=90k
45,Private,252256,Some-college,10,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,7,2,<=90k
39,Private,161119,12th,8,Divorced,Construction,Not-in-family,White,Male,40,United-States,6,2,<=90k
28,Private,156884,HS-grad,9,Never-married,Sales,Unmarried,White,Female,40,United-States,11,2,<=90k
62,Private,151077,Assoc-acdm,12,Married-civ-spouse,Production,Husband,Black,Male,50,United-States,24,3,<=90k
37,Private,141690,HS-grad,9,Divorced,Sales,Own-child,White,Female,40,United-States,9,2,<=90k
59,Private,132413,9th,5,Divorced,Sales,Not-in-family,White,Female,35,United-States,11,2,<=90k
43,Private,186518,10th,6,Never-married,Other-service,Unmarried,Black,Female,35,United-States,8,2,<=90k
47,Private,150553,HS-grad,9,Married-civ-spouse,Production,Husband,White,Male,44,United-States,27,3,<=90k
22,Private,157241,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,10,United-States,3,1,<=90k
32,Private,121177,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,25,United-States,8,2,<=90k
46,Self-emp-not-inc,160136,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,14,2,<=90k
43,Private,182838,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,84,United-States,23,3,<=90k
31,Private,173454,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,United-States,41,4,>90k
64,Private,192315,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,14,United-States,8,2,<=90k
44,Private,189478,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,41,4,>90k
56,State-gov,135894,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,10,2,<=90k
42,Private,109844,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,40,4,>90k
53,Private,137048,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,45,United-States,27,3,<=90k
30,Federal-gov,167383,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,41,4,>90k
32,Self-emp-inc,130202,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,50,United-States,11,2,<=90k
50,Private,171847,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,40,United-States,8,2,<=90k
31,Private,183154,HS-grad,9,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,41,4,>90k
40,Self-emp-not-inc,175050,HS-grad,9,Married-civ-spouse,Construction,Husband,White,Male,55,United-States,41,4,>90k
66,Self-emp-inc,181407,HS-grad,9,Married-civ-spouse,Production,Husband,White,Male,40,United-States,21,3,<=90k
53,Federal-gov,166311,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,22,3,<=90k
33,Private,252681,12th,8,Never-married,Construction,Not-in-family,Black,Male,40,United-States,5,2,<=90k
28,Private,257759,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,6,2,<=90k
58,Private,169336,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Female,40,United-States,11,2,<=90k
32,Private,127953,Some-college,10,Never-married,Sales,Unmarried,White,Female,36,United-States,13,2,<=90k
56,Private,139818,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,38,United-States,12,2,<=90k
24,Private,190454,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,27,3,<=90k
28,Private,396224,HS-grad,9,Married-civ-spouse,Production,Husband,Black,Male,65,United-States,17,2,<=90k
41,Private,193063,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,37,4,>90k
52,Private,181363,11th,7,Married-civ-spouse,Exec-managerial,Wife,Black,Female,35,United-States,7,2,<=90k
27,Self-emp-not-inc,384193,11th,7,Never-married,Other-service,Own-child,Black,Male,20,United-States,1,1,<=90k
48,Private,173134,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,25,3,<=90k
19,Private,120685,HS-grad,9,Never-married,Sales,Own-child,White,Male,38,United-States,11,2,<=90k
37,Private,222820,HS-grad,9,Married-civ-spouse,Construction,Husband,White,Male,40,United-States,41,4,>90k
24,Private,326647,HS-grad,9,Never-married,Sales,Other-relative,Black,Female,30,United-States,3,1,<=90k
30,Private,188410,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,34,3,<=90k
34,Private,141313,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,44,United-States,33,3,<=90k
41,Private,134093,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,44,United-States,28,3,<=90k
57,Private,178741,5th-6th,3,Married-spouse-absent,Construction,Not-in-family,White,Male,40,United-States,21,3,<=90k
27,Private,225508,Assoc-voc,11,Never-married,Production,Unmarried,White,Male,40,United-States,23,3,<=90k
65,Private,159698,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,White,Male,60,United-States,41,4,>90k
36,Private,167403,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,19,3,<=90k
57,Private,219224,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,41,4,>90k
18,Private,241653,11th,7,Never-married,Sales,Own-child,White,Female,10,United-States,1,1,<=90k
31,Private,240582,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,29,3,<=90k
20,State-gov,344492,Some-college,10,Never-married,Prof-specialty,Own-child,Black,Male,15,United-States,11,2,<=90k
49,State-gov,188109,Doctorate,16,Divorced,Prof-specialty,Not-in-family,Black,Male,40,United-States,41,4,>90k
45,Private,331726,1st-4th,2,Married-civ-spouse,Construction,Husband,White,Male,50,El-Salvador,19,3,<=90k
52,Self-emp-not-inc,161166,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,21,3,<=90k
23,Private,146931,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,60,United-States,20,3,<=90k
38,Local-gov,228827,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,28,3,<=90k
48,Local-gov,184561,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,52,United-States,22,3,<=90k
47,Private,178035,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,18,3,<=90k
20,State-gov,222175,Some-college,10,Never-married,Prof-specialty,Own-child,Black,Female,41,United-States,18,3,<=90k
25,Local-gov,173337,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,Netherlands,15,2,<=90k
26,Self-emp-inc,152578,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,20,3,<=90k
71,Private,170184,HS-grad,9,Widowed,Other-service,Not-in-family,Black,Female,40,United-States,13,2,<=90k
67,Private,187010,12th,8,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,11,2,<=90k
80,Private,164571,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,60,United-States,41,4,>90k
47,Private,175795,Some-college,10,Divorced,Sales,Unmarried,White,Male,40,United-States,21,3,<=90k
32,Private,172394,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,19,3,<=90k
54,Private,199927,Bachelors,13,Widowed,Adm-clerical,Not-in-family,Black,Female,40,United-States,15,2,<=90k
54,Private,192740,Some-college,10,Divorced,Sales,Not-in-family,Black,Female,37,United-States,11,2,<=90k
48,Private,175754,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,41,4,>90k
47,Private,178959,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,41,4,>90k
61,Private,195534,Masters,14,Divorced,Other-service,Not-in-family,Black,Male,65,United-States,17,2,<=90k
46,Self-emp-not-inc,191411,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,41,4,>90k
58,Private,160689,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,41,4,>90k
27,Private,336380,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,Black,Female,40,United-States,29,3,<=90k
66,Self-emp-inc,164571,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,41,4,>90k
33,Private,188410,Bachelors,13,Never-married,Sales,Own-child,White,Male,40,United-States,17,2,<=90k
54,Private,179122,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,50,United-States,30,3,<=90k
68,Private,163459,Some-college,10,Married-civ-spouse,Prof-specialty,Own-child,White,Male,25,United-States,21,3,<=90k
35,Private,173616,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,41,4,>90k
43,Private,201969,HS-grad,9,Divorced,Adm-clerical,Own-child,Black,Female,40,United-States,13,2,<=90k
23,Private,230420,HS-grad,9,Never-married,Transport-moving,Other-relative,Black,Female,40,United-States,9,2,<=90k
77,Private,177705,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,8,United-States,41,4,>90k
26,Private,454537,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,52,United-States,25,3,<=90k
25,State-gov,373251,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,25,United-States,9,2,<=90k
48,Self-emp-not-inc,361078,HS-grad,9,Married-civ-spouse,Construction,Husband,Amer-Indian-Eskimo,Male,30,Mexico,7,2,<=90k
34,Private,220000,Some-college,10,Separated,Prof-specialty,Unmarried,Other,Female,25,United-States,11,2,<=90k
26,Private,259119,Assoc-voc,11,Never-married,Other-service,Own-child,Black,Female,40,United-States,15,2,<=90k
58,Private,272971,HS-grad,9,Divorced,Production,Not-in-family,Black,Female,40,United-States,23,3,<=90k
21,Private,288275,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,20,United-States,7,2,<=90k
43,State-gov,198399,Bachelors,13,Never-married,Other-service,Own-child,Black,Female,37,United-States,12,2,<=90k
80,Federal-gov,214142,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,40,United-States,19,3,<=90k
43,Private,317984,Preschool,1,Never-married,Transport-moving,Own-child,Black,Male,40,United-States,21,3,<=90k
66,Private,164571,Bachelors,13,Married-civ-spouse,Production,Husband,Black,Male,3,United-States,13,2,<=90k
32,Private,293916,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,30,United-States,4,1,<=90k
23,Private,210559,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,33,3,<=90k
51,Self-emp-inc,179122,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,84,United-States,37,4,>90k
36,Private,204423,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Female,50,United-States,27,3,<=90k
63,Private,143093,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,23,3,<=90k
60,State-gov,148234,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,10,2,<=90k
29,State-gov,249847,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,35,United-States,7,2,<=90k
23,Private,326044,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,30,United-States,2,1,<=90k
41,Private,121364,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Bulgaria,41,4,>90k
48,Private,233063,Some-college,10,Never-married,Prof-specialty,Unmarried,Black,Female,40,United-States,21,3,<=90k
34,Self-emp-inc,131448,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,9,2,<=90k
53,Self-emp-inc,159371,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Canada,41,4,>90k
37,Private,342499,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,35,United-States,13,2,<=90k
50,Self-emp-not-inc,212572,Some-college,10,Separated,Farming-fishing,Not-in-family,Black,Male,40,United-States,22,3,<=90k
61,Private,169996,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Male,40,United-States,41,4,>90k
26,Private,342434,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,17,2,<=90k
25,Private,342434,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Female,40,United-States,15,2,<=90k
37,Private,233149,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,19,3,<=90k
26,Private,196886,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,20,United-States,8,2,<=90k
54,Private,179331,12th,8,Married-civ-spouse,Other-service,Wife,Black,Female,24,United-States,5,2,<=90k
61,Private,164536,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Male,20,United-States,14,2,<=90k
30,Private,330300,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,50,United-States,23,3,<=90k
32,Federal-gov,304824,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,22,United-States,15,2,<=90k
57,Private,166444,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,36,United-States,3,1,<=90k
20,Private,199283,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,30,United-States,6,2,<=90k
20,Private,199283,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,20,United-States,4,1,<=90k
41,Self-emp-inc,128231,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,41,4,>90k
38,Private,126745,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,41,4,>90k
42,Private,218717,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,41,4,>90k
42,Private,230010,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,17,2,<=90k
61,Private,181947,Some-college,10,Widowed,Other-service,Not-in-family,Black,Female,40,United-States,13,2,<=90k
33,State-gov,202488,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,35,3,<=90k
69,Private,159698,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,9,2,<=90k
55,Local-gov,241601,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,28,United-States,6,2,<=90k
33,Private,224221,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,40,United-States,9,2,<=90k
53,Local-gov,185986,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,Black,Female,40,United-States,8,2,<=90k
29,Private,393987,HS-grad,9,Never-married,Exec-managerial,Own-child,Black,Male,50,United-States,6,2,<=90k
28,Private,393987,Assoc-voc,11,Never-married,Other-service,Own-child,Black,Male,40,United-States,11,2,<=90k
35,Private,242180,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,40,United-States,41,4,>90k
23,Private,199283,Assoc-acdm,12,Divorced,Sales,Other-relative,White,Male,35,United-States,5,2,<=90k
21,Private,173732,Some-college,10,Never-married,Other-service,Other-relative,White,Female,24,Netherlands,5,2,<=90k
19,Private,177970,Some-college,10,Never-married,Sales,Other-relative,White,Male,24,Netherlands,2,1,<=90k
50,Private,152044,Masters,14,Divorced,Exec-managerial,Own-child,White,Female,40,United-States,41,4,>90k
51,Self-emp-inc,160648,Some-college,10,Divorced,Other-service,Unmarried,White,Female,40,United-States,31,3,<=90k
42,Private,128231,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,19,3,<=90k
54,Private,258200,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,12,2,<=90k
52,Private,157687,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,13,2,<=90k
42,Local-gov,238546,Masters,14,Separated,Exec-managerial,Unmarried,White,Female,40,United-States,41,4,>90k
41,Private,328252,Some-college,10,Separated,Other-service,Own-child,Black,Female,40,United-States,10,2,<=90k
58,Private,158974,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,7,2,<=90k
42,Private,218717,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,41,4,>90k
47,Private,178959,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,11,2,<=90k
79,Self-emp-not-inc,173380,HS-grad,9,Separated,Sales,Not-in-family,Black,Female,10,United-States,34,3,<=90k
33,Private,367195,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Black,Male,40,United-States,15,2,<=90k
67,Private,226259,Assoc-acdm,12,Never-married,Sales,Not-in-family,Black,Female,40,United-States,41,4,>90k
35,Private,211308,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,37,United-States,33,3,<=90k
21,Private,230420,12th,8,Never-married,Other-service,Unmarried,Black,Female,45,United-States,15,2,<=90k
66,Private,192833,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,40,United-States,25,3,<=90k
46,State-gov,246537,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,55,United-States,41,4,>90k
54,Private,162758,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Black,Male,50,United-States,25,3,<=90k
52,Local-gov,168389,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,28,United-States,34,3,<=90k
60,Private,150610,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,13,2,<=90k
65,Private,173380,9th,5,Widowed,Other-service,Unmarried,Black,Female,40,United-States,7,2,<=90k
